repeat,file,completed,failed,total_input_tokens,total_output_tokens,duration,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms
1,repeat-01.json,240,0,61440.0,30720.0,164.39438566565514,1.4599038709759309,186.86769548491915,560.6030864547574,5691.832927831759,5913.987558335066,5934.104093536735,5963.381561264396,40.03845054944709,39.724863273656275,42.425242259981125,42.53543332395122,40.03845267242256,40.710218995809555,10776.71614761154,10961.21335402131,10983.894614875317,11016.364889219403
