metric,unit,repeat_count,mean,median,min,max,stdev,cv_percent
duration,s,3,84.09415703018506,84.0987750440836,84.05566703528166,84.12802901118994,0.036401352016276485,0.04328642238866899
request_throughput,req/s,3,0.7134860448619476,0.7134467769423359,0.7131986890126637,0.7138126686308433,0.0003088676415844645,0.04328993451360738
output_throughput,tok/s,3,182.65242748465857,182.642374897238,182.5788643872419,182.73604316949587,0.0790701162456229,0.04328993451360738
total_token_throughput,tok/s,3,365.30485496931715,365.284749794476,365.1577287744838,365.47208633899174,0.1581402324912458,0.04328993451360738
mean_ttft_ms,ms,3,441.8061667018467,440.5924528837204,438.42713832855225,446.39890889326733,4.122148397176822,0.9330219240598916
p50_ttft_ms,ms,3,506.8997194369634,509.6426531672478,499.8791217803955,511.1773833632469,6.12824956942705,1.2089668497417942
p95_ttft_ms,ms,3,523.6366129169861,525.2207294106483,519.911977276206,525.7771320641041,3.237603893409501,0.6182921158575994
p99_ttft_ms,ms,3,523.930394873023,525.5170385539532,520.1739211380482,526.1002249270678,3.266243680072512,0.6234117569880826
mean_tpot_ms,ms,3,39.581583603275114,39.579542378584556,39.577276695495335,39.58793173574544,0.0056131470104434965,0.014181208783114595
p50_tpot_ms,ms,3,39.44606974818348,39.43882597719922,39.43719641835082,39.46218684900041,0.013981579652074343,0.035444797774100686
p95_tpot_ms,ms,3,41.04599096465345,41.04129618873784,41.03605001142212,41.06062669380038,0.012943493340431614,0.03153412315365425
p99_tpot_ms,ms,3,41.09023344390143,41.09251900397095,41.082809484764645,41.0953718429687,0.006585670014151126,0.016027336576566867
mean_itl_ms,ms,3,39.58158483708476,39.579543872109426,39.577277643618245,39.58793299552662,0.005613224082089746,0.014181403056985746
p95_itl_ms,ms,3,40.756438548366226,40.76646976172924,40.59586189687252,40.906983986496925,0.15580342613118223,0.382279295445033
mean_e2el_ms,ms,3,10535.109985537,10535.515045498809,10530.632695679862,10539.182215432327,4.289128953405768,0.04071271167832181
p50_e2el_ms,ms,3,10573.36430127422,10576.850861310959,10566.253863275051,10576.98817923665,6.15820269706992,0.05824260397731478
p95_e2el_ms,ms,3,10593.654203042388,10593.70494261384,10591.542563587427,10595.715102925897,2.0867323764326478,0.01969794686929992
p99_e2el_ms,ms,3,10594.311900263032,10594.754496440291,10591.828330531716,10596.352873817086,2.294513350885178,0.021657974321373438
